Date,Open,High,Low,Close,Volume
2020-01-01,1764.7746103841994,1773.8271035075782,1753.8019185061628,1770.763916015625,543035.0
2020-01-02,1773.9188824039747,1785.4401889038322,1764.7749706390057,1772.1358642578125,663275.0
2020-01-03,1771.9984466545911,1773.9186455448405,1754.4878356387435,1762.4429931640625,1598825.0
2020-01-06,1762.3516130116352,1764.2261593601263,1747.6299390537445,1751.4703369140625,683129.0
2020-01-07,1754.9451736052542,1765.6892693665473,1753.8021846944785,1756.27099609375,808935.0
2020-01-08,1746.4869747270443,1770.3069071717166,1743.2408417228742,1764.180419921875,1889685.0
2020-01-09,1775.3362428743428,1780.5939921673312,1765.689371262679,1769.3927001953125,1544334.0
2020-01-10,1774.7415924693248,1789.9204614145362,1766.283475346421,1786.7200927734375,1003336.0
2020-01-13,1793.1208827467165,1826.8161712484248,1789.4633184779827,1824.072998046875,2040089.0
2020-01-14,1824.6675325973547,1842.452395746402,1812.689030903805,1836.8289794921875,1610737.0
2020-01-15,1838.9777505198256,1853.47082766225,1826.359108229128,1848.578857421875,1559491.0
2020-01-16,1848.8986406278595,1878.799182304554,1843.5037112911475,1873.8157958984373,2468958.0
2020-01-17,1879.0736046699435,1887.211595705603,1865.403503142851,1883.919921875,994719.0
2020-01-20,1884.1026787415583,1898.1842110192665,1874.5015731231229,1886.2515869140625,829399.0
2020-01-21,1883.417143865756,1897.3616087007847,1876.4676819306487,1879.439453125,750000.0
2020-01-22,1886.388816295748,1886.846011840172,1853.6535706669465,1876.05615234375,983169.0
2020-01-23,1876.101888345154,1884.4229364246064,1860.7858378371573,1880.8109130859373,708017.0
2020-01-24,1880.90256425954,1901.0191692248827,1874.5475905207657,1896.1728515625,914993.0
2020-01-27,1889.132200836404,1891.6467766119604,1880.674082318622,1884.88037109375,429312.0
2020-01-28,1885.474394144796,1888.217567366151,1867.8266017727424,1884.1943359375,777052.0
2020-01-29,1885.520242138612,1907.2370311060963,1885.520242138612,1896.6300048828125,873433.0
2020-01-30,1897.2701625065413,1900.1048644492312,1873.998951716516,1881.9085693359373,952768.0
2020-01-31,1887.303232917537,1891.189395097721,1847.1157886669328,1860.10009765625,1930834.0
2020-02-03,1897.269686688916,2007.591088391628,1897.269686688916,1992.412109375,4012542.0
2020-02-04,1990.6292801906552,2015.5006716571183,1956.7968119467168,1971.0614013671875,1932121.0
2020-02-05,1981.8511737019708,1997.030155203276,1969.506893896456,1975.359130859375,1514368.0
2020-02-06,1980.5713356204628,2008.231669370472,1951.3565814812712,1971.7930908203125,1302116.0
2020-02-07,1979.657027032984,1986.057765688518,1958.26036139479,1975.039306640625,908152.0
2020-02-10,1975.1765038909496,2002.1052798576457,1967.4954839311888,1974.4449462890625,1389847.0
2020-02-11,1983.3143982242088,1993.0525746456203,1963.83782214136,1968.364013671875,777506.0
2020-02-12,1972.4328809011045,2077.4963156677068,1970.512570538692,2066.84375,4753325.0
2020-02-13,2062.865943760621,2092.995080339095,2041.880716507328,2087.920166015625,2950407.0
2020-02-14,2078.41107919129,2100.9051907257985,2053.951115984793,2061.997802734375,1728651.0
2020-02-17,2055.5512798252885,2093.0413165124937,2051.1621577114647,2059.757568359375,1420851.0
2020-02-18,2059.7572066991875,2069.221019379152,2031.868281865308,2043.1151123046875,1194605.0
2020-02-19,2057.563205601279,2110.597899634902,2049.3794483251368,2095.921875,1299800.0
2020-02-20,2086.823070444123,2093.9096006088603,2050.5217928288844,2055.779541015625,1555224.0
2020-02-24,2045.31025295916,2068.352866237405,2020.8960528995904,2025.5135498046875,1409245.0
2020-02-25,2048.1447633222324,2084.537577796664,2035.2062171146329,2042.38427734375,2237493.0
2020-02-26,2047.139225354329,2062.5923485622984,2013.809708122429,2044.76171875,2896154.0
2020-02-27,2050.019165217444,2066.2496079013185,2011.6605016632784,2061.90625,2446802.0
2020-02-28,2003.522651066765,2038.543655495052,1970.513039393896,1988.572265625,3837330.0
2020-03-02,2002.5161080583875,2050.0186715444725,1958.4882747045983,1974.5814208984373,1707337.0
2020-03-03,1985.9658362253576,2002.150736435173,1958.351271107372,1981.165283203125,1753148.0
2020-03-04,1992.4580011606447,1997.990111392408,1967.7694440099629,1989.5777587890625,1515878.0
2020-03-05,1997.944599836124,2065.289416616972,1995.064357100332,2028.1195068359373,2272645.0
2020-03-06,1997.9445840686328,2057.380006477997,1974.3990128833848,2001.5106201171875,2479414.0
2020-03-09,1956.7970959521565,1983.8631637716192,1931.1941432948383,1939.880859375,2485118.0
2020-03-11,1889.1318925826563,1983.7256012200755,1889.1318925826563,1970.5126953125,2861629.0
2020-03-12,1922.415431300848,1941.2519740425648,1857.7223836351504,1879.9420166015625,3655780.0
2020-03-13,1801.350539452091,1938.509209968748,1726.461883025994,1859.1400146484373,3667035.0
2020-03-16,1828.782355091402,1864.6264446031869,1768.3411205796344,1775.65625,2948679.0
2020-03-17,1788.1373874970557,1909.2484323432443,1784.8454905590877,1832.4853515625,3732382.0
2020-03-18,1859.9173356808053,1887.120471989267,1745.8926939973653,1759.105712890625,3910994.0
2020-03-19,1732.1311972857611,1736.4287910357907,1606.8596099387871,1680.92529296875,5095006.0
2020-03-20,1691.6235143708836,1900.927545312444,1691.6235143708836,1876.05615234375,4252245.0
2020-03-23,1783.0626114886468,1815.112063589304,1691.6235032071777,1709.636962890625,3574673.0
2020-03-24,1805.9223786666469,1893.6581579341207,1764.7747801653811,1854.2479248046875,5788124.0
2020-03-25,1837.9715766122208,1955.836480958273,1830.290670296034,1909.3853759765625,3959038.0
2020-03-26,1910.162903281422,2057.3798623184293,1883.645562833762,2006.996826171875,3201540.0
2020-03-27,2047.321558818266,2073.518773077488,1938.966219506089,1957.2998046875,2918646.0
2020-03-30,1941.252119737596,2023.547310871078,1922.8272301298184,1997.35009765625,2809606.0
2020-03-31,2043.481119219391,2114.9864531428443,1997.9444012611823,2101.727783203125,2809269.0
2020-04-01,2096.8815168171054,2125.867668531587,1973.301655375269,1993.0523681640625,2774626.0
2020-04-03,2042.749700391944,2061.1290506449222,1945.778480396329,1969.68994140625,4121436.0
2020-04-07,2029.9480343628268,2249.4018759155647,2029.9480343628268,2235.594482421875,8510114.0
2020-04-08,2223.798688088327,2390.492195252152,2210.4484915365465,2250.178955078125,9791862.0
2020-04-09,2285.931749238344,2285.977513436611,2144.246907603541,2169.1640625,4770068.0
2020-04-13,2177.1650081432235,2215.5694307984168,2116.815201113634,2145.57275390625,3249551.0
2020-04-15,2218.267165859792,2301.1568575574847,2177.622523887269,2274.59375,29485531.0
2020-04-16,2254.888298427803,2309.888830036277,2213.832230140912,2227.548095703125,5388243.0
2020-04-17,2284.880249009568,2284.880249009568,2152.522153291088,2180.822509765625,4540936.0
2020-04-20,2212.8269039818047,2212.8269039818047,2122.302167000731,2136.52099609375,2985268.0
2020-04-21,2087.5548022717912,2174.421953483276,2086.640411206407,2119.009765625,3227335.0
2020-04-22,2119.512838245525,2194.4929096005026,2080.8340494717227,2181.874267578125,2837815.0
2020-04-23,2184.4805319579286,2206.4259203074434,2110.4606104853856,2119.1015625,4095570.0
2020-04-24,2113.157907681463,2137.8464682645003,2084.811782567605,2087.646484375,2169013.0
2020-04-27,2107.6712874647683,2129.9823389124326,2087.7832829084305,2121.798583984375,2013715.0
2020-04-28,2138.441213915663,2138.441213915663,2072.9251638256715,2093.910400390625,2164023.0
2020-04-29,2093.9554150593003,2095.509835129905,2030.8624353042385,2040.692138671875,3642151.0
2020-04-30,2077.4964906036444,2077.4964906036444,1975.0846917710703,2007.08837890625,8448047.0
2020-05-04,1947.6529511517097,1975.084682858072,1889.1319235114704,1904.3564453125,8474573.0
2020-05-05,1921.318346728976,1939.4233333859524,1859.0483412342185,1866.729248046875,4304136.0
2020-05-06,1874.4560562839004,1895.5328165232515,1828.7822638912216,1838.1090087890625,5127656.0
2020-05-07,1783.1540441452908,1835.182919544572,1739.171854994407,1821.5128173828125,185669922.0
2020-05-08,1897.3155493301665,1918.3923064007272,1861.7000647435084,1910.57421875,16100226.0
2020-05-11,1904.676662147045,1935.354528213691,1861.6545162249088,1872.6729736328125,11158755.0
2020-05-12,1847.06982102504,1854.2477680550244,1815.0661360072795,1839.34326171875,14881008.0
2020-05-13,1897.3617429469264,1897.3617429469264,1806.288401609478,1824.896240234375,8432979.0
2020-05-14,1817.809526869464,1853.0593488116413,1811.088774534265,1834.3143310546875,8510002.0
2020-05-15,1842.4980895914769,1863.209070590043,1834.2685695883388,1858.1341552734373,5491136.0
2020-05-18,1866.7295655118687,1872.5359270923484,1818.3582505032823,1833.5828857421875,7675561.0
2020-05-19,1845.2412732905552,1851.459177531412,1799.6131342484173,1806.4254150390625,5963193.0
2020-05-20,1806.4252891365952,1837.9260162598137,1805.9223294095184,1820.4154052734373,3926496.0
2020-05-21,1827.867829793765,1831.891173003756,1787.8174545079592,1802.1734619140625,4261625.0
2020-05-22,1805.9224718123448,1824.2560585159629,1790.377822687884,1817.7181396484373,5339946.0
2020-05-26,1833.3082937638808,1847.0699237347565,1805.9223264238333,1808.482666015625,4628932.0
2020-05-27,1819.6383759351456,1833.445659880802,1793.1210327682518,1827.044921875,4261645.0
2020-05-28,1828.781981244432,1842.4978461037647,1819.638071338209,1837.880126953125,5500796.0
2020-05-29,1837.01163718926,1890.960709660224,1828.782117659791,1881.2225341796875,8778345.0
2020-06-01,1897.3613219220804,1959.539909821213,1893.886591479719,1928.0391845703125,6592547.0
2020-06-02,1940.337869949988,1943.081043187429,1911.0773554172831,1926.9876708984373,3268728.0
2020-06-03,1933.937401100308,1965.026702110904,1906.505664914488,1938.966552734375,4895117.0
2020-06-04,1933.936938362036,1949.847252246892,1925.0216262348351,1939.0576171875,3264730.0
2020-06-05,1942.1665568525088,1945.824120989708,1906.5053065148213,1908.8828125,2981853.0
2020-06-08,1926.6220841311133,1942.6239286836967,1900.196270137425,1930.919677734375,4298456.0
2020-06-09,1920.221252948463,1961.1860176593648,1915.695061785944,1926.164794921875,3127904.0
2020-06-10,1934.759763297028,1947.6527652644893,1916.5634722978264,1938.1431884765625,2421659.0
2020-06-11,1933.9371747775344,1955.1510036306368,1916.2436177122872,1926.530517578125,2566927.0
2020-06-12,1888.4462805614592,1937.5948037814944,1888.2176827790404,1926.8507080078125,2338438.0
2020-06-15,1933.800048349183,1949.207403971836,1880.7196019596693,1905.8653564453125,2830788.0
2020-06-16,1929.1825313348263,1938.5092766025496,1880.9026330053985,1898.59619140625,2806772.0
2020-06-17,1898.275872034013,1919.3068667627133,1885.7487589523105,1900.333251953125,2293301.0
2020-06-18,1893.0182691141529,1906.36846913547,1878.2051772039408,1888.537841796875,2326907.0
2020-06-19,1913.9931704788107,1933.3264348270816,1893.739274494908,1926.65185546875,4673528.0
2020-06-22,1942.53275439033,1950.726286055548,1921.3582267358383,1934.06298828125,2487234.0
2020-06-23,1947.135873526785,1999.6118757920456,1934.7994997417863,1984.835693359375,4308814.0
2020-06-24,1999.6120996013049,2004.1231051323484,1956.3424086799137,1961.2218017578125,3023015.0
2020-06-25,1946.491495783849,2016.091111993588,1944.3739980870043,2000.6705322265625,8208033.0
2020-06-26,2006.9313679292893,2006.9313679292893,1968.403059644687,1983.22509765625,3176048.0
2020-06-29,1980.6009247026543,2021.6148835443653,1970.151665914917,2009.6927490234373,3295039.0
2020-06-30,2019.6818128444183,2025.343607738204,1997.770734034547,2006.97705078125,2373109.0
2020-07-01,2009.7385967965204,2017.840199079423,1988.6562250131465,1998.1385498046875,1532931.0
2020-07-02,1995.6989763822096,2004.8131385197744,1974.7546093137307,1980.9688720703125,2588838.0
2020-07-03,1993.6278672653093,2014.342079693603,1985.204177449906,2001.177001953125,1946252.0
2020-07-06,2006.977008134481,2006.977008134481,1982.1199534465773,1990.0374755859373,2375516.0
2020-07-07,2002.834041318322,2002.834041318322,1980.876887802025,1983.178466796875,2014667.0
2020-07-08,1982.6724227385484,2019.86585170684,1956.342267491812,2012.546875,3349938.0
2020-07-09,2009.7384307408583,2043.7557174491112,1998.736930000779,2003.156005859375,3039571.0
2020-07-10,1997.7705135263764,2054.849671055701,1995.422858062376,2047.300537109375,3179516.0
2020-07-13,2061.2943556174814,2094.4370964849354,2057.611828854431,2085.4609375,4556662.0
2020-07-14,2085.0466179929067,2089.787781112532,2049.878533711195,2057.381591796875,2403256.0
2020-07-15,2059.6831024988264,2109.167052329785,2057.657757877066,2094.574951171875,2474512.0
2020-07-16,2094.6670418120348,2109.443223901804,2060.3735148117057,2106.26708984375,2495150.0
2020-07-17,2103.643158347501,2154.277895200504,2099.960632030919,2149.260498046875,3088712.0
2020-07-20,2149.2608974093314,2157.3164252236834,2118.005494442368,2145.946533203125,2816219.0
2020-07-21,2161.6431194894576,2163.484382793963,2124.817853399348,2134.024169921875,3037810.0
2020-07-22,2145.071510347176,2145.071510347176,2063.3654603285872,2070.0400390625,6950011.0
2020-07-23,2080.6276313276344,2087.2100580434308,2030.4992804724825,2035.8389892578125,3936886.0
2020-07-24,2025.3897403918736,2043.8023743954363,1995.9756025239024,2033.95166015625,4203314.0
2020-07-27,2041.7306150942536,2058.48606431118,2011.349774017437,2045.1829833984373,2209409.0
2020-07-28,2053.883083221789,2066.725849465216,2035.5626037506456,2064.5625,1567837.0
2020-07-29,2057.611614213398,2082.65274863724,2039.198982318871,2054.205322265625,2404978.0
2020-07-30,2062.988847562715,2069.229682240401,2024.8966869712488,2029.9818115234373,2044966.0
2020-07-31,2031.738691275168,2054.3443394188253,2013.709610738255,2043.2032470703125,1715659.0
2020-08-03,2043.11046074104,2055.360987036021,2023.463390267958,2038.210205078125,1683773.0
2020-08-04,2043.202517042672,2051.523628163533,2011.027734621674,2032.015380859375,1981720.0
2020-08-05,2035.8989735870232,2043.202971349548,2016.5293168715289,2029.010986328125,1715477.0
2020-08-06,2034.0496602350115,2060.8621330290184,2026.6993895622672,2052.95703125,1824483.0
