Date,Close,Next_Return,Action,Action_Label,Strategy_Return,Buy_Hold_Return,Strategy_Equity,Buy_Hold_Equity
2020-02-17,250.0398101806641,-0.0120792532487962,-1,Sell,0.0120792532487962,-0.0120792532487962,1.012079253248796,0.9879207467512038
2020-02-18,247.0195159912109,0.0182402866794935,0,Hold,-0.001,0.0182402866794935,1.0110671739955472,1.005940704388565
2020-02-19,251.5252227783203,0.0183069514194922,0,Hold,0.0,0.0183069514194922,1.0110671739955472,1.0243564119946964
2020-02-20,256.1298828125,-0.0440749427132382,0,Hold,-0.0,-0.0440749427132382,1.0110671739955472,0.9792079618180919
2020-02-24,244.84097290039065,-0.0032356556174046,1,Buy,-0.0042356556174046,-0.0032356556174046,1.0067846416404396,0.9760395820758279
2020-02-25,244.0487518310547,-0.0148102607862621,0,Hold,-0.001,-0.0148102607862621,1.0057778569987992,0.9615841813275705
2020-02-26,240.434326171875,-0.0356260896672385,0,Hold,-0.0,-0.0356260896672385,1.0057778569987992,0.9273266970609964
2020-02-27,231.8685913085937,-0.0661969078175854,0,Hold,-0.0,-0.0661969078175854,1.0057778569987992,0.8659405371788637
2020-02-28,216.5196075439453,-0.0002285439803398,0,Hold,-0.0,-0.0002285439803398,1.0057778569987992,0.8657426316817592
2020-03-02,216.4701232910156,0.0327080102288177,0,Hold,0.0,0.0327080102288177,1.0057778569987992,0.8940593505343298
2020-03-03,223.5504302978516,-0.0205978580673926,0,Hold,-0.0,-0.0205978580673926,1.0057778569987992,0.8756436429281985
2020-03-04,218.94577026367188,0.0029398215743026,0,Hold,0.0,0.0029398215743026,1.0057778569987992,0.8782178790010797
2020-03-05,219.5894317626953,-0.0315671315146475,1,Buy,-0.032567131514647504,-0.0315671315146475,0.973022557255399,0.8504950597161378
2020-03-06,212.6576232910156,-0.0700814323015512,0,Hold,-0.001,-0.0700814323015512,0.9720495346981436,0.7908911477658376
2020-03-09,197.7542724609375,-0.0197797473214556,0,Hold,-0.0,-0.0197797473214556,0.9720495346981436,0.7752475207042533
2020-03-11,193.84274291992188,-0.17164753388743,0,Hold,-0.0,-0.17164753388743,0.9720495346981436,0.6421781956230238
2020-03-12,160.5701141357422,-0.0826394407819808,0,Hold,-0.0,-0.0826394407819808,0.9720495346981436,0.5891089486543556
